Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases)
06-10-2020,Haryana,2079160,,1937126,5919,89473,46629,13,,1055,454,,
07-10-2020,Haryana,2103722,,1960080,6244,90318,47067,13,,1068,460,,
08-10-2020,Haryana,2130281,,1985376,6223,91159,47510,13,,1082,466,,
09-10-2020,Haryana,2156747,,2010557,6258,91957,47962,13,,1091,471,,
10-10-2020,Haryana,2184243,,2037038,6115,92678,48399,13,,1097,475,,
11-10-2020,Haryana,2207900,,2059967,5778,93345,48797,13,,1103,476,,
12-10-2020,Haryana,2228869,,2080161,5487,93997,49211,13,,1115,477,,
13-10-2020,Haryana,2249349,,2099570,5477,94658,49631,13,,1122,479,,
14-10-2020,Haryana,2273580,,2122372,5701,95415,50079,13,,1133,481,,
15-10-2020,Haryana,2299341,,2147116,5519,96162,50531,13,,1137,486,,
16-10-2020,Haryana,2324943,,2171575,5435,96956,50964,13,,1141,493,,
17-10-2020,Haryana,2350871,,2196371,5419,97679,51389,13,,1143,497,,
18-10-2020,Haryana,2371474,,2216063,5378,98282,51738,13,,1143,497,,
19-10-2020,Haryana,2387906,,2231220,5452,99026,52195,13,,1146,502,,
20-10-2020,Haryana,2406566,,2249081,5311,99621,52540,13,,1154,506,,
21-10-2020,Haryana,2429010,,2270379,5264,100382,52972,13,,1165,509,,
22-10-2020,Haryana,2455407,,2295280,5632,101104,53378,13,,1173,515,,
23-10-2020,Haryana,2480029,,2318573,5691,101894,53858,13,,1185,520,,
24-10-2020,Haryana,2505052,,2342213,5775,102696,54355,13,,1195,525,,
25-10-2020,Haryana,2527343,,2363741,5298,103475,54816,13,,1199,528,,
26-10-2020,Haryana,2543257,,2378724,5076,104190,55254,13,,1206,531,,
27-10-2020,Haryana,2562470,,2397074,4691,104985,55707,13,,1217,533,,
28-10-2020,Haryana,2587171,,2419630,5318,105935,56275,13,,1223,535,,
29-10-2020,Haryana,2611412,,2442239,5356,106878,56926,13,,1226,540,,
30-10-2020,Haryana,2636083,,2465381,5235,107927,57527,13,,1226,551,,
31-10-2020,Haryana,2660556,,2487987,5359,109025,58172,13,,1236,553,,
01-11-2020,Haryana,2680435,,2506822,4733,110037,58830,13,,1242,553,,
02-11-2020,Haryana,2694833,,2520247,4140,111051,59382,13,,1249,561,,
03-11-2020,Haryana,2714652,,2537989,4533,112067,60050,13,,1253,564,,
04-11-2020,Haryana,2738375,,2559356,4937,113292,60777,13,,1263,573,,
05-11-2020,Haryana,2759529,,2578623,4760,114587,61546,13,,1280,579,,
06-11-2020,Haryana,2782656,,2599454,4789,115961,62439,13,,1294,586,,
07-11-2020,Haryana,2809277,,2623750,5103,117256,63154,14,,1301,595,1,
08-11-2020,Haryana,2833607,,2646119,4684,118679,64111,14,,1312,599,1,
09-11-2020,Haryana,2852300,,2662908,4161,119869,65348,14,,1316,602,1,
10-11-2020,Haryana,2875690,,2683493,4420,121402,66361,14,,1328,606,1,
11-11-2020,Haryana,2900690,,2683493,4420,121402,66361,14,,1328,606,1,
12-11-2020,Haryana,2930335,,2732430,4794,124665,68432,14,,1357,621,1,
13-11-2020,Haryana,2956315,,2755864,4652,126291,69494,14,,1375,630,1,
14-11-2020,Haryana,2979336,,2776925,4494,127610,70293,14,,1378,632,1,
15-11-2020,Haryana,2995118,,2791274,3970,128755,71105,14,,1384,634,1,
16-11-2020,Haryana,3005801,,2800445,3329,130092,71921,14,,1398,639,1,
17-11-2020,Haryana,3021179,,2812982,3720,131646,72817,14,,1414,648,1,
18-11-2020,Haryana,3046661,,2835091,4531,133300,73725,14,,1433,659,1,
19-11-2020,Haryana,3074194,,2860380,4563,134673,74564,14,,1449,663,1,
20-11-2020,Haryana,3106471,,2889297,4819,136517,75824,14,,1472,665,1,
21-11-2020,Haryana,3141508,,2921480,5007,138191,76816,,,,,,
22-11-2020,Haryana,3175091,,2953103,4688,139556,77730,14,,1505,682,1,
23-11-2020,Haryana,3199408,,2975016,4429,141170,78779,14,,1523,692,1,
24-11-2020,Haryana,3232433,,3005363,4778,142525,79753,14,,1547,701,1,
25-11-2020,Haryana,3269677,,3039676,5512,143895,80580,14,,1574,716,1,
26-11-2020,Haryana,3335699,,3103597,5491,145154,81443,14,,1590,725,1,
27-11-2020,Haryana,3378052,,3143516,5790,146421,82311,14,,1602,742,1,
28-11-2020,Haryana,3413893,,3177814,5366,147594,83105,14,,1618,756,1,
29-11-2020,Haryana,3540820,,3218960,89338,148652,83856,14,,1634,766,1,
30-11-2020,Haryana,3571541,,3254060,83355,149698,84414,14,,1656,771,1,
01-12-2020,Haryana,3601262,,3289802,75463,150829,85154,14,,1675,780,1,
02-12-2020,Haryana,3633138,,3326702,68832,151787,85803,14,,1694,793,1,
03-12-2020,Haryana,3669876,,3366702,63935,152802,86423,14,,1719,800,1,
04-12-2020,Haryana,3707439,,3407802,58796,153759,87068,14,,1731,807,1,
05-12-2020,Haryana,3745080,,3448402,54280,154710,87674,14,,1754,818,1,
06-12-2020,Haryana,3782619,,3486902,51821,155586,88296,14,,1760,827,1,
07-12-2020,Haryana,3806770,,3516402,45080,156419,88855,14,,1772,838,1,
08-12-2020,Haryana,3842153,,3555002,40472,157271,89394,14,,1784,839,1,
09-12-2020,Haryana,3871079,,3588102,34898,158096,89969,14,,1801,848,1,
10-12-2020,Haryana,3902258,,3622002,30927,158845,90470,14,,1822,853,1,
11-12-2020,Haryana,3932100,,3655002,26704,159467,90913,14,,1833,865,1,
12-12-2020,Haryana,3959888,,3686120,27788,160041,91347,14,,1839,870,1,
13-12-2020,Haryana,3993810,,3721620,19798,160655,91723,14,,1845,871,1,
14-12-2020,Haryana,4017138,,3747920,15833,161207,92164,14,,1855,877,1,
15-12-2020,Haryana,4044900,,3776875,13818,161703,92490,14,,1870,880,1,
16-12-2020,Haryana,4078507,,3811475,12018,162089,92811,14,,1879,885,1,
17-12-2020,Haryana,4113060,,3846974,10358,162591,93123,14,,1890,891,1,
18-12-2020,Haryana,4148399,,3882660,9262,163019,93444,14,,1903,899,1,
19-12-2020,Haryana,4182937,,3916941,8929,163382,93671,14,,1911,904,1,
20-12-2020,Haryana,4219066,,3953224,8198,163737,93839,14,,1912,908,1,
21-12-2020,Haryana,4239771,,3974336,7238,,,,,1912,908,1,
22-12-2020,Haryana,4274666,,4008514,7421,164376,94340,15,,1925,916,1,
23-12-2020,Haryana,4314166,,4048073,6867,,,,,1925,916,1,
24-12-2020,Haryana,4355778,,4089147,6886,164976,94754,15,,1931,922,1,
25-12-2020,Haryana,4389000,,4122313,6534,,,,,1931,922,1,
26-12-2020,Haryana,4414846,,4147911,6390,165467,95063,15,,1938,926,1,
27-12-2020,Haryana,4444824,,4177389,6528,165691,95201,15,,1944,929,1,
28-12-2020,Haryana,4463557,,4195934,6365,165903,95340,15,,,,,
29-12-2020,Haryana,4492022,,4223939,6411,166156,95501,15,,1954,937,1,
30-12-2020,Haryana,4524498,,4255805,6639,166385,95654,15,,1960,938,1,
31-12-2020,Haryana,4554156,,4285090,6741,166538,95772,15,,1964,940,1,
01-01-2021,Haryana,4580194,,4311362,6221,166714,95882,15,,1970,940,1,
02-01-2021,Haryana,4602577,,4333495,6232,166856,95979,15,,1972,942,1,
03-01-2021,Haryana,4626828,,4357464,6296,166992,96061,15,,1973,943,1,
04-01-2021,Haryana,4644406,,4375124,5970,167130,96167,15,,,,,
05-01-2021,Haryana,4668127,,4398470,6086,167287,96269,15,,1978,948,1,
06-01-2021,Haryana,4692088,,4422094,6107,167480,96392,15,,1983,950,1,
07-01-2021,Haryana,4720441,,4450570,5710,167673,96473,15,,1986,953,1,
08-01-2021,Haryana,4747220,,4477131,5647,167835,96592,15,,1988,954,1,
09-01-2021,Haryana,4775390,,4504789,5880,167999,96707,15,,1993,955,1,
10-01-2021,Haryana,4802354,,4531920,5479,168142,96798,15,,1993,956,1,
11-01-2021,Haryana,4819866,,4549096,5591,168283,96901,15,,1998,957,1,
12-01-2021,Haryana,4842407,,4571835,5181,168397,96979,15,,2004,959,1,
13-01-2021,Haryana,4867418,,4596464,5338,168548,97053,15,,2005,960,1,
14-01-2021,Haryana,4890330,,4619347,5180,168615,97173,15,,2008,963,1,
15-01-2021,Haryana,4909834,,4638878,4992,168703,97246,15,,2014,964,1,
16-01-2021,Haryana,4931662,,4660539,4992,168804,97312,15,,2016,966,1,
17-01-2021,Haryana,4951524,,4680507,4708,168902,97392,15,,2016,968,1,
18-01-2021,Haryana,4964553,,4693781,4344,168972,97441,15,,2019,969,1,
19-01-2021,Haryana,4987245,,4715987,4677,169056,97510,15,,2022,970,1,
20-01-2021,Haryana,5008791,,4737462,4643,169123,97548,15,,2026,970,1,
21-01-2021,Haryana,5021965,,4751239,3907,169198,97606,15,,2028,971,1,
22-01-2021,Haryana,5042392,,4771140,4313,,,,,,,,
23-01-2021,Haryana,5061345,,4789977,4293,169339,97721,15,,2035,973,1,
24-01-2021,Haryana,5077344,,4806200,3941,169479,97827,15,,2037,976,1,
25-01-2021,Haryana,5087355,,4816654,3380,,,,,,,,
26-01-2021,Haryana,5103035,,4831799,3819,,,,,,,,
27-01-2021,Haryana,5112331,,4841513,3314,,,,,,,,
28-01-2021,Haryana,5127807,,4856466,3740,,,,,,,,
29-01-2021,Haryana,5144281,,4872696,3877,,,,,,,,
30-01-2021,Haryana,5159788,,4888338,3645,,,,,,,,
31-01-2021,Haryana,5172330,,4901083,3350,,,,,,,,
01-02-2021,Haryana,5180620,,4909677,2954,,,,,,,,
02-02-2021,Haryana,5196412,,4925048,3297,,,,,,,,
03-02-2021,Haryana,5218923,,4946890,3897,,,,,,,,
04-02-2021,Haryana,5249249,,4977063,3977,170010,98184,15,,2046,979,1,
05-02-2021,Haryana,5275675,,5002998,4384,170061,98217,15,,2047,979,1,
06-02-2021,Haryana,5303224,,5030692,4160,170101,98248,15,,2047,979,1,
07-02-2021,Haryana,5325170,,5052755,3984,170143,98273,15,,2048,980,1,
08-02-2021,Haryana,5337267,,5065497,3263,170185,98307,15,,2048,980,1,
09-02-2021,Haryana,5358526,,5086133,3793,170240,98345,15,,2052,980,1,
10-02-2021,Haryana,5380061,,5107320,4064,170290,98372,15,,2052,980,1,
11-02-2021,Haryana,5401015,,5128092,4140,170359,98409,15,,2053,980,1,
12-02-2021,Haryana,5420430,,5147740,3803,170414,98458,15,,2054,980,1,
13-02-2021,Haryana,5439747,,5166699,4079,170460,98494,15,,2057,981,1,
14-02-2021,Haryana,5454514,,5181772,3696,170496,98535,15,,2057,981,1,
15-02-2021,Haryana,5463792,,5191581,3057,170541,98598,15,,2057,981,1,
16-02-2021,Haryana,5478753,,5205960,3553,170591,98634,15,,2058,981,1,
17-02-2021,Haryana,5489096,,5216454,3320,170633,98674,15,,2058,982,1,
18-02-2021,Haryana,5505000,,5232132,3463,170685,98705,15,,2058,983,1,
19-02-2021,Haryana,5523274,,5249973,3803,170738,98745,15,,2058,983,1,
20-02-2021,Haryana,5540336,,5266993,3734,170793,98800,15,,2058,983,1,
21-02-2021,Haryana,5554991,,5281722,3539,170860,98855,15,,2058,983,1,
22-02-2021,Haryana,5563749,,5291162,2751,170916,98905,15,,2058,983,1,
23-02-2021,Haryana,5578079,,5304693,3419,170999,98953,15,,2058,983,1,
24-02-2021,Haryana,5595801,,5321800,3904,171078,99004,15,,2058,984,1,
25-02-2021,Haryana,5614807,,5340701,3843,171175,99073,15,,2058,984,1,
26-02-2021,Haryana,5636043,,5361950,3682,171255,99140,16,,2059,984,1,
27-02-2021,Haryana,5657260,,5382482,4168,171363,99231,16,,2059,987,1,
28-02-2021,Haryana,5669984,,5396278,2922,171466,99302,16,,2060,987,1,
01-03-2021,Haryana,5678599,,5405118,2531,171560,99374,16,,2061,988,1,
02-03-2021,Haryana,5697283,,5423353,2805,171653,99456,16,,2062,989,1,
03-03-2021,Haryana,5717809,,5443032,3412,171788,99561,16,,2062,989,1,
04-03-2021,Haryana,5739426,,5464313,3454,171957,99686,16,,2062,989,1,
05-03-2021,Haryana,5760526,,5485260,3374,172028,99848,16,,2062,990,1,
06-03-2021,Haryana,5780031,,5504474,3342,172205,99994,16,,2064,991,1,
07-03-2021,Haryana,5796997,,5521598,2879,172369,100135,16,,2064,991,1,
08-03-2021,Haryana,5806377,,5531744,1882,172508,100227,16,,2065,992,1,
09-03-2021,Haryana,5823948,,5540806,10055,172706,100365,16,,2068,993,1,
10-03-2021,Haryana,5845979,,5558672,13861,172921,100509,16,,2070,993,1,
11-03-2021,Haryana,5864416,,5573143,17385,173203,100669,16,,2071,993,1,
12-03-2021,Haryana,5877255,,5588403,14579,173424,100833,16,,2073,995,1,
13-03-2021,Haryana,5895777,,,,173660,101021,16,,2077,995,1,
14-03-2021,Haryana,5913873,275137,,,173913,101208,16,,2078,995,1,
15-03-2021,Haryana,5925266,,,,174165,101376,16,,2081,995,1,
16-03-2021,Haryana,5942173,,,,174465,101599,16,,2082,996,1,
17-03-2021,Haryana,5961452,,,,174790,101829,16,,2084,998,1,
18-03-2021,Haryana,5982315,,,,175141,102111,16,,2089,999,1,
19-03-2021,Haryana,6005265,,,,175637,102487,16,,2090,999,1,
20-03-2021,Haryana,6028808,,,,176101,102844,16,,2091,1001,1,
21-03-2021,Haryana,6052876,,,,176573,103239,16,,2095,1002,1,
22-03-2021,Haryana,6066772,,,,177043,103634,16,,2096,1004,1,
23-03-2021,Haryana,6088112,,,,177557,104015,16,,2096,1007,1,
24-03-2021,Haryana,6107247,,,,178156,104397,16,,2100,1009,1,
25-03-2021,Haryana,6134366,,,,178750,104856,16,,2102,1014,1,
26-03-2021,Haryana,6162686,,,,179514,105414,16,,2104,1020,1,
27-03-2021,Haryana,6187507,,,,180290,106021,16,,2111,1020,1,
28-03-2021,Haryana,6211231,,,,181049,106654,16,,2117,1023,1,
29-03-2021,Haryana,6224800,,,,181607,107091,16,,2118,1024,1,
30-03-2021,Haryana,6233290,,,,182138,107540,16,,2120,1026,1,
31-03-2021,Haryana,6256186,,,,182761,108023,16,,2124,1030,1,
01-04-2021,Haryana,6282606,,,,183690,108703,16,,2130,1033,1,
02-04-2021,Haryana,6311734,,,,184815,109439,16,,2139,1034,1,
03-04-2021,Haryana,6342732,,,,185933,110280,16,,2146,1037,1,
04-04-2021,Haryana,6371139,,,,187019,111098,16,,2149,1041,1,
05-04-2021,Haryana,6389802,,,,188173,111984,16,,2152,1046,1,
06-04-2021,Haryana,6422251,,,,189345,112911,16,,2156,1051,1,
07-04-2021,Haryana,6454835,,,,190618,114004,16,,2163,1055,1,
08-04-2021,Haryana,6487798,,,,192311,115183,16,,2170,1059,1,
09-04-2021,Haryana,6524024,,,,194042,116446,16,,2177,1063,1,
10-04-2021,Haryana,6558260,,,,195750,117675,16,,2183,1068,1,
11-04-2021,Haryana,6593116,,,,197794,119071,16,,2190,1077,1,
12-04-2021,Haryana,6618104,,,,200016,120667,16,,2198,1083,1,
13-04-2021,Haryana,6652932,,,,202268,122260,16,,2208,1089,1,
14-04-2021,Haryana,6692475,,,,205405,124521,16,,2217,1098,1,
15-04-2021,Haryana,6723968,,,,208835,126949,16,,2230,1103,1,
16-04-2021,Haryana,6765626,,,,212539,129522,16,,2241,1112,1,
17-04-2021,Haryana,6809613,,,,217069,132709,16,,2262,1123,1,
18-04-2021,Haryana,6853496,,,,221388,135567,16,,2281,1133,1,
19-04-2021,Haryana,6885774,,,,225585,138212,16,,2305,1142,1,
20-04-2021,Haryana,6932530,,,,230343,141265,16,,2327,1155,1,
21-04-2021,Haryana,6978356,,,,236072,145159,16,,2351,1176,1,
22-04-2021,Haryana,7019043,,,,242029,148944,16,,2382,1200,1,
23-04-2021,Haryana,7068195,,,,249358,153469,16,,2416,1226,1,
24-04-2021,Haryana,7117264,,,,255785,157533,16,,2447,1255,1,
25-04-2021,Haryana,7164253,,,,262414,161889,16,,2490,1276,1,
26-04-2021,Haryana,7199776,,,,269533,166274,16,,2540,1301,1,
27-04-2021,Haryana,7246974,,,,276706,171032,16,,2583,1342,1,
28-04-2021,Haryana,7295714,,,,284357,175824,17,,2641,1379,1,
29-04-2021,Haryana,7344419,,,,292742,181386,17,,2697,1420,1,
30-04-2021,Haryana,7394450,,,,301079,186882,17,,2755,1460,1,
01-05-2021,Haryana,7445273,,,,309426,192123,17,,2834,1506,1,
02-05-2021,Haryana,7495503,,,,317417,197454,17,,2912,1573,1,
03-05-2021,Haryana,7544069,,,,325281,202475,17,,2993,1632,1,
04-05-2021,Haryana,7602477,,,,334541,209001,17,,3084,1694,1,
05-05-2021,Haryana,7653930,,,,343674,215284,17,,3198,1761,1,
06-05-2021,Haryana,7706062,,,,352594,221204,17,,3309,1827,1,
07-05-2021,Haryana,7758576,,,,360786,226879,17,,3399,1899,1,
08-05-2021,Haryana,7814131,,,,369591,232741,17,,3487,1966,1,
09-05-2021,Haryana,7869575,,,,377493,238387,17,,3566,2038,1,
10-05-2021,Haryana,7919278,,,,385038,243560,17,,3663,2102,1,
11-05-2021,Haryana,7984152,,,,391916,248319,17,,3749,2160,1,
12-05-2021,Haryana,8052274,,,,399455,253270,17,,3841,2233,1,
13-05-2021,Haryana,8117415,,,,406912,258099,17,,3941,2296,1,
14-05-2021,Haryana,8182327,,,,413380,262239,17,,4045,2356,1,
15-05-2021,Haryana,8238884,,,,419203,266092,17,,4138,2407,1,
16-05-2021,Haryana,8299423,,,,424674,269736,17,,4216,2468,1,
17-05-2021,Haryana,8349357,,,,429123,272775,17,,4294,2504,1,
18-05-2021,Haryana,8409814,,,,433815,275857,17,,4376,2546,1,
19-05-2021,Haryana,8479594,,,,437955,278535,17,,4465,2610,1,
20-05-2021,Haryana,8529816,,,,441883,281064,17,,4541,2663,1,
21-05-2021,Haryana,8585262,,,,445355,283235,17,,4607,2709,1,
22-05-2021,Haryana,8639800,,,,448352,285239,17,,4662,2752,1,
23-05-2021,Haryana,8692082,,,,451095,286916,17,,4723,2788,1,
24-05-2021,Haryana,8737182,,,,453399,288369,17,,4781,2825,1,
25-05-2021,Haryana,8787727,,,,455113,289472,17,,4860,2874,1,
26-05-2021,Haryana,8840489,,,,457044,290679,17,,4923,2917,1,
27-05-2021,Haryana,8884763,,,,,,,,4982,2956,1,
28-05-2021,Haryana,8931389,,,,459660,292392,17,,5043,2991,1,
29-05-2021,Haryana,8978383,,,,460787,293133,17,,5099,3032,1,
30-05-2021,Haryana,9020972,,,,461672,293700,17,,5144,3076,1,
31-05-2021,Haryana,9050306,,,,462401,294217,17,,5194,3108,1,
01-06-2021,Haryana,9090941,,,,463154,294697,17,,5247,3135,1,
02-06-2021,Haryana,9133616,,,,463835,295187,17,,5296,3164,1,
03-06-2021,Haryana,9177950,,,,464428,295574,17,,5336,3195,1,
04-06-2021,Haryana,9219033,,,,464951,295946,17,,5381,3223,1,
05-06-2021,Haryana,9260500,,,,465359,296261,17,,5424,3239,1,
06-06-2021,Haryana,9297242,,,,465756,296518,17,,5454,3257,1,
07-06-2021,Haryana,9323986,,,,466147,296767,17,,5475,3275,1,
08-06-2021,Haryana,9357916,,,,466538,297011,17,,5499,3289,1,
09-06-2021,Haryana,9392913,,,,466871,297206,17,,5529,3299,1,
10-06-2021,Haryana,9432102,,,,467209,297407,17,,5551,3309,1,
11-06-2021,Haryana,9471467,,,,467491,297588,17,,5575,3328,1,
12-06-2021,Haryana,9506251,,,,467756,297749,17,,5605,3343,1,
13-06-2021,Haryana,9538624,,,,467968,297876,17,,5629,3362,1,
14-06-2021,Haryana,9562451,,,,468144,297968,17,,5649,3382,1,
15-06-2021,Haryana,9594667,,,,468288,298052,17,,5675,3394,1,
16-06-2021,Haryana,9627222,,,,468440,298149,17,,5704,3404,1,
17-06-2021,Haryana,9657818,,,,468583,298238,17,,5725,3421,1,
18-06-2021,Haryana,9691986,,,,468703,298327,17,,5742,3440,1,
19-06-2021,Haryana,9724617,,,,468808,298392,17,,5762,3453,1,
20-06-2021,Haryana,9753136,,,,468938,298463,17,,5785,3460,1,
21-06-2021,Haryana,9773565,,,,469041,298522,17,,5802,3472,1,
22-06-2021,Haryana,9806083,,,,469140,298569,17,,5811,3483,1,
23-06-2021,Haryana,9836144,,,,469243,298640,17,,5824,3489,1,
24-06-2021,Haryana,9866496,,,,469307,298678,17,,5834,3498,1,
25-06-2021,Haryana,9891746,,,,469383,298742,17,,5842,3508,1,
26-06-2021,Haryana,9921728,,,,469449,298797,17,,5854,3513,1,
27-06-2021,Haryana,9952791,,,,469516,298845,17,,5866,3518,1,
28-06-2021,Haryana,9974316,,,,469575,298882,17,,5876,3524,1,
29-06-2021,Haryana,10006061,,,,469619,298916,17,,5886,3530,1,
30-06-2021,Haryana,10039167,,,,469676,298946,17,,5894,3536,1,
01-07-2021,Haryana,10075025,,,,469726,298981,17,,5904,3541,1,
02-07-2021,Haryana,10106518,,,,469775,299008,17,,5915,3545,1,
03-07-2021,Haryana,10139882,,,,469805,299030,17,,5920,3553,1,
04-07-2021,Haryana,10169292,,,,469838,299048,17,,5922,3563,1,
05-07-2021,Haryana,10191300,,,,469873,299067,17,,5931,3564,1,
06-07-2021,Haryana,10223138,,,,469917,299096,17,,5936,3569,1,
07-07-2021,Haryana,10253758,,,,469957,299119,17,,5942,3572,1,
08-07-2021,Haryana,10282373,,,,470001,299130,17,,5949,3575,1,
09-07-2021,Haryana,10311915,,,,470037,299151,17,,5955,3578,1,
10-07-2021,Haryana,10343409,,,,470058,299168,17,,5962,3579,1,
11-07-2021,Haryana,10372507,,,,470080,299182,17,,5964,3585,1,
12-07-2021,Haryana,10391493,,,,470095,299195,17,,5969,3586,1,
13-07-2021,Haryana,10420791,,,,470118,299208,17,,5975,3587,1,
14-07-2021,Haryana,10449698,,,,470146,299220,17,,5981,3589,1,
15-07-2021,Haryana,10477986,,,,470170,299230,17,,5984,3593,1,
16-07-2021,Haryana,10505073,,,,470203,299243,17,,5987,3598,1,
17-07-2021,Haryana,10535792,,,,470230,299257,17,,5991,3601,1,
18-07-2021,Haryana,10561342,,,,470252,299270,17,,5995,3603,1,
19-07-2021,Haryana,10576646,,,,470273,299279,17,,5999,3605,1,
20-07-2021,Haryana,10601384,,,,470296,299292,17,,6001,3606,1,
21-07-2021,Haryana,10630357,,,,470318,299305,17,,6003,3607,1,
22-07-2021,Haryana,10650286,,,,470331,299317,17,,6004,3608,1,
23-07-2021,Haryana,10678504,,,,470358,299329,17,,6006,3609,1,
24-07-2021,Haryana,10705384,,,,470365,299335,17,,6007,3609,1,
25-07-2021,Haryana,10726632,,,,470381,299341,17,,6007,3611,1,
26-07-2021,Haryana,10742899,,,,470399,299354,17,,6009,3612,1,
27-07-2021,Haryana,10770461,,,,470420,299359,17,,6011,3612,1,
28-07-2021,Haryana,10796089,,,,470441,299370,17,,6012,3614,1,
29-07-2021,Haryana,10818396,,,,470461,299380,17,,6015,3614,1,
30-07-2021,Haryana,10845751,,,,470477,299390,17,,6017,3615,1,
31-07-2021,Haryana,10874081,,,,470494,299402,17,,6018,3616,1,
01-08-2021,Haryana,10895007,,,,470510,299415,17,,6020,3617,1,
02-08-2021,Haryana,10911271,,,,470518,299421,17,,6021,3617,1,
03-08-2021,Haryana,10941335,,,,470536,299429,17,,6022,3618,1,
04-08-2021,Haryana,10971192,,,,470550,299442,17,,6023,3620,1,
05-08-2021,Haryana,10999983,,,,470563,299447,17,,6025,3620,1,
06-08-2021,Haryana,11029131,,,,470573,299452,17,,6026,3620,1,
07-08-2021,Haryana,11063436,,,,470583,299460,17,,6027,3620,1,
08-08-2021,Haryana,11088971,,,,470597,299465,17,,6028,3620,1,
09-08-2021,Haryana,11105107,,,,470605,299469,17,,6029,3620,1,
10-08-2021,Haryana,11135555,,,,470621,299476,17,,6030,3621,1,
11-08-2021,Haryana,11163727,,,,470631,299482,17,,6031,3621,1,
12-08-2021,Haryana,11191338,,,,470643,299486,17,,6032,3621,1,
13-08-2021,Haryana,11222711,,,,470659,299496,17,,6034,3621,1,
14-08-2021,Haryana,11253326,,,,470669,299500,17,,6035,3621,1,
15-08-2021,Haryana,11280108,,,,470685,299506,17,,6036,3621,1,
16-08-2021,Haryana,11294669,,,,470702,299511,17,,6037,3622,1,
17-08-2021,Haryana,11324059,,,,470726,299502,17,,6038,3622,1,
18-08-2021,Haryana,11352563,,,,,,,,,,,
19-08-2021,Haryana,11381872,,,,,,,,,,,
20-08-2021,Haryana,11409803,,,,,,,,,,,
21-08-2021,Haryana,11437255,,,,,,,,,,,
22-08-2021,Haryana,11462164,,,,,,,,,,,
23-08-2021,Haryana,11475002,,,,,,,,,,,
24-08-2021,Haryana,11503961,Samples Sent,Samples Sent,Samples Sent,,,,,,,,
25-08-2021,Haryana,11535242,,,,,,,,,,,
26-08-2021,Haryana,11566042,,,,,,,,,,,
27-08-2021,Haryana,11597597,,,,,,,,,,,
28-08-2021,Haryana,11627121,,,,,,,,,,,
29-08-2021,Haryana,11653542,,,,,,,,,,,
30-08-2021,Haryana,11669281,,,,,,,,,,,
31-08-2021,Haryana,11684900,,,,,,,,,,,
01-09-2021,Haryana,11713145,,,,,,,,,,,
02-09-2021,Haryana,11739669,,,,,,,,,,,
03-09-2021,Haryana,11769513,,,,,,,,,,,
04-09-2021,Haryana,11798719,,,,,,,,,,,
05-09-2021,Haryana,11823907,,,,,,,,,,,
06-09-2021,Haryana,11838803,,,,,,,,,,,
07-09-2021,Haryana,11870558,,,,,,,,,,,
08-09-2021,Haryana,11896734,,,,,,,,,,,
09-09-2021,Haryana,11926509,,,,,,,,,,,
10-09-2021,Haryana,11954015,,,,,,,,,,,
11-09-2021,Haryana,11980291,,,,,,,,,,,
12-09-2021,Haryana,12002677,,,,,,,,,,,
13-09-2021,Haryana,12016830,,,,,,,,,,,
14-09-2021,Haryana,12044477,,,,,,,,,,,
15-09-2021,Haryana,12073892,,,,,,,,,,,
16-09-2021,Haryana,12101114,,,,,,,,,,,
17-09-2021,Haryana,12129338,,,,,,,,,,,
18-09-2021,Haryana,12157729,,,,,,,,,,,
19-09-2021,Haryana,12181741,,,,,,,,,,,
20-09-2021,Haryana,12197126,,,,,,,,,,,
21-09-2021,Haryana,12224808,,,,,,,,,,,
22-09-2021,Haryana,12251788,,,,,,,,,,,
23-09-2021,Haryana,12275668,,,,,,,,,,,
24-09-2021,Haryana,12292268,,,,,,,,,,,
25-09-2021,Haryana,12317748,,,,,,,,,,,
26-09-2021,Haryana,12341278,,,,,,,,,,,
27-09-2021,Haryana,12355424,,,,,,,,,,,
28-09-2021,Haryana,12375098,,,,,,,,,,,
29-09-2021,Haryana,12398531,,,,,,,,,,,
30-09-2021,Haryana,12422940,,,,,,,,,,,
01-10-2021,Haryana,12447764,,,,,,,,,,,
02-10-2021,Haryana,12471968,,,,,,,,,,,
03-10-2021,Haryana,12487626,,,,,,,,,,,
04-10-2021,Haryana,12498391,,,,,,,,,,,
05-10-2021,Haryana,12522979,,,,,,,,,,,
06-10-2021,Haryana,12545328,,,,,,,,,,,
07-10-2021,Haryana,12567886,,,,,,,,,,,
08-10-2021,Haryana,12582585,,,,,,,,,,,
09-10-2021,Haryana,12606497,,,,,,,,,,,
10-10-2021,Haryana,12626075,,,,,,,,,,,
11-10-2021,Haryana,12639114,,,,,,,,,,,
12-10-2021,Haryana,12659796,,,,,,,,,,,
13-10-2021,Haryana,12681723,,,,,,,,,,,
14-10-2021,Haryana,12703960,,,,,,,,,,,
15-10-2021,Haryana,12724843,,,,,,,,,,,
16-10-2021,Haryana,12681723,,,,,,,,,,,
17-10-2021,Haryana,12755597,,,,,,,,,,,
18-10-2021,Haryana,12767147,,,,,,,,,,,
